id,language,original_question,english_translation,expected_support,retrieved_documents,hit,recall,precision,mrr,latency_ms
eval_015,en,What drug interactions are described for BusPIRone Hydrochloride Tablets?,What drug interactions are described for BusPIRone Hydrochloride Tablets?,"[('buspirone hydrochloride tablets', 'drug interactions')]","[('buspirone hydrochloride tablets usp patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride tablets usp patient instruction sheet included rx only', 'adverse_interactions'), ('buspirone hydrochloride tablets usp patient instruction sheet included rx only', 'adverse_interactions'), ('buspirone hydrochloride tablets usp patient instruction sheet included rx only', 'adverse_interactions'), ('buspirone hydrochloride tablets usp patient instruction sheet included', 'adverse_interactions')]",1,1.0,1.0,1.0,66.56
eval_016,en,What are the clinical pharmacology details for Acyclovir Tablets USP?,What are the clinical pharmacology details for Acyclovir Tablets USP?,"[('acyclovir tablets usp', 'clinical pharmacology')]","[('acyclovir tablets usp400 mg and 800 mg', 'general_info'), ('acyclovir tablets usp 400 mg', 'general_info'), ('acyclovir tablets usp', 'general_info'), ('acyclovir tablets usp', 'general_info'), ('acyclovir tablets usp', 'general_info')]",0,0.0,0.0,0.0,61.74
eval_017,en,What precautions should be taken when using Acyclovir Tablets USP?,What precautions should be taken when using Acyclovir Tablets USP?,"[('acyclovir tablets usp', 'precautions')]","[('acyclovir tablets usp', 'safety_risk'), ('acyclovir tablets usp', 'safety_risk'), ('acyclovir tablets usp', 'safety_risk'), ('acyclovir tablets usp', 'safety_risk'), ('acyclovir tablets usp', 'safety_risk')]",1,1.0,1.0,1.0,62.98
eval_018,en,What are the adverse reactions of Acyclovir Tablets USP?,What are the adverse reactions of Acyclovir Tablets USP?,"[('acyclovir tablets usp', 'adverse reactions')]","[('acyclovir tablets uspnivagen pharmaceuticals inc', 'general_info'), ('acyclovir tablets usp 400 mg and 800 mg', 'general_info'), ('acyclovir tablets usp 400 mg and 800 mg', 'general_info'), ('acyclovir tablets usp400 mg and 800 mg', 'general_info'), ('acyclovir tablets usp400 mg and 800 mg', 'general_info')]",0,0.0,0.0,0.0,67.25
eval_019,en,How is Acyclovir Tablets USP supplied and how should it be stored?,How is Acyclovir Tablets USP supplied and how should it be stored?,"[('acyclovir tablets usp', 'how supplied')]","[('', 'product_logistics'), ('description', 'product_logistics'), ('acyclovir tablets usp400 mg and 800 mg', 'product_logistics'), ('description', 'product_logistics'), ('acyclovir tablets usp 400 mg', 'product_logistics')]",1,1.0,0.6,1.0,63.73
eval_020,en,What are the precautions for Cephalexin for Oral Suspension USP?,What are the precautions for Cephalexin for Oral Suspension USP?,"[('cephalexin for oral suspension usp', '8 use in specific populations')]","[('cephalexin for oral suspension usp', 'safety_risk'), ('cephalexin for oral suspension usp', 'safety_risk'), ('cephalexin for oral suspension usprx only', 'safety_risk'), ('cephalexin for oral suspension usp rx only', 'safety_risk'), ('cephalexin for oral suspension usprx only', 'safety_risk')]",0,0.0,0.0,0.0,67.66
eval_021,es,¿Para qué enfermedades víricas se puede usar el Aciclovir?,What viral diseases can Acyclovir be used for?,"[('acyclovir tablets usp', 'indications and usage')]","[('acyclovir tablets usp rx only', 'general_info'), ('acyclovir tablets usp rx only', 'general_info'), ('spl unclassified section', 'usage_clinical'), ('acyclovir', 'adverse_interactions'), ('acyclovir', 'general_info')]",0,0.0,0.0,0.0,67.91
eval_022,fr,Quelle est la fréquence de prise de l'aciclovir pour le zona ?,What is the frequency of aciclovir intake for shingles?,"[('acyclovir tablets usp', 'dosage and administration')]","[('acy 400mg', 'general_info'), ('acyclovir capsules usp200 mg', 'general_info'), ('acyclovir capsules usp 200 mg', 'general_info'), ('acyclovir tablets usp 400 mg', 'general_info'), ('prescribing information acyclovir capsules usp', 'general_info')]",0,0.0,0.0,0.0,66.2
eval_023,de,Welche Nierenprobleme können bei der Einnahme von Acyclovir auftreten?,What kidney problems can occur when taking Acyclovir?,"[('acyclovir tablets usp', 'warnings')]","[('acyclovir', 'adverse_interactions'), ('acyclovir', 'adverse_interactions'), ('acyclovir', 'adverse_interactions'), ('acyclovir', 'adverse_interactions'), ('acyclovir capsules', 'adverse_interactions')]",0,0.0,0.0,0.0,66.27
eval_024,en,Can patients allergic to cephalosporins take Cephalexin?,Can patients allergic to cephalosporins take Cephalexin?,"[('cephalexin for oral suspension usp', '4 contraindications')]","[('cephalexin capsules usp to reduce the development of drugresistant bacteria and maintain the effectiveness of cephalexin and other antibacterial drugs cephalexin should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria', 'general_info'), ('cephalexin capsules usp to reduce the development of drugresistant bacteria and maintain the effectiveness of cephalexin capsules and other antibacterial drugs cephalexin capsules should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria', 'general_info'), ('cephalexin capsules usp', 'general_info'), ('cephalexin capsules usp', 'general_info'), ('cephalexin capsules usp', 'general_info')]",0,0.0,0.0,0.0,66.14
eval_025,it,La cefalexina interagisce con la metformina?,'Does cefalexin interact with metformin?',"[('cephalexin for oral suspension usp', '7 drug interactions')]","[('description', 'adverse_interactions'), ('description', 'adverse_interactions'), ('rx only', 'adverse_interactions'), ('rx only', 'adverse_interactions'), ('cephalexin capsules usp', 'adverse_interactions')]",1,1.0,0.2,0.2,68.27
eval_026,pt,Qual é a dose de Cephalexin para crianças com otite média?,What is the dose of Cephalexin for children with middle ear infection?,"[('cephalexin for oral suspension usp', '2 dosage and administration')]","[('cephalexin capsules usp 250 mg and 500 mg cephalexin for oral suspension usp 125 mg5 ml and 250 mg5 ml cephalexin tablets usp 250 mg and 500 mg 3145 3147 4175 4177 2238 2240 rx only', 'general_info'), ('cephalexin capsules usp 250 mg and 500 mg cephalexin for oral suspension usp 125 mg5 ml and 250 mg5 ml cephalexin tablets usp 250 mg and 500 mg 3145 3147 4175 4177 2238 2240 rx only', 'general_info'), ('cephalexin capsules usp 250 mg and 500 mg cephalexin for oral suspension usp 125 mg5 ml and 250 mg5 ml cephalexin tablets usp 250 mg and 500 mg314531474175417722382240rx only', 'general_info'), ('', 'usage_clinical'), ('cephalexin 500 mg capsules', 'general_info')]",1,1.0,0.2,0.25,64.62
eval_027,hi,बस्पिरोन हाइड्रोक्लोराइड टैबलेट किस मानसिक स्थिति के इलाज के लिए उपयोग की जाती है?,Bisporon hydrochloride tablets are used to treat which mental condition?,"[('buspirone hydrochloride tablets', 'indications and usage')]","[('bupropion hydrochloride tablets these highlights do not include all the information needed to use bupropion hydrochloride tablets safely and effectively see full prescribing information for bupropion hydrochloride tablets bupropion hydrochloride tablets for oral use initial us approval 1985', 'general_info'), ('bupropion hydrochloride tablets these highlights do not include all the information needed to use bupropion hydrochloride tablets safely and effectively see full prescribing information for bupropion hydrochloride tablets bupropion hydrochloride tablets for oral use initial us approval 1985', 'general_info'), ('bismuth subsalicylate chewable tabletsmetronidazole tabletstetracycline hydrochloride capsules', 'adverse_interactions'), ('bisoprolol fumarate and hydrochlorothiazide tablets usp', 'general_info'), ('bisoprolol fumarate and hydrochlorothiazide tablets usp', 'general_info')]",0,0.0,0.0,0.0,62.94
eval_028,th,ยา BusPIRone มีปฏิกิริยากับยาอื่นอย่างไร?,What is the interaction between buspirone and other medications?,"[('buspirone hydrochloride tablets', 'drug interactions')]","[('buspirone', 'adverse_interactions'), ('buspirone', 'adverse_interactions'), ('buspirone', 'adverse_interactions'), ('buspirone', 'adverse_interactions'), ('buspirone', 'adverse_interactions')]",1,1.0,1.0,1.0,73.48
eval_029,en,Is BusPIRone safe for patients with liver problems?,Is BusPIRone safe for patients with liver problems?,"[('buspirone hydrochloride tablets', 'precautions')]","[('description', 'safety_risk'), ('description', 'safety_risk'), ('', 'general_info'), ('patient instruction sheet', 'general_info'), ('description', 'general_info')]",0,0.0,0.0,0.0,166.78
eval_030,es,¿Qué síntomas pueden aparecer si se toma demasiado Aciclovir?,What symptoms can appear if too much Aciclovir is taken?,"[('acyclovir tablets usp', 'overdosage')]","[('acyclovir', 'adverse_interactions'), ('', 'adverse_interactions'), ('acyclovir capsules usp rx only', 'general_info'), ('acyclovir tablets usp 400 mg and 800 mg', 'general_info'), ('acyclovir tablets usp 400 mg and 800 mg', 'general_info')]",1,1.0,0.4,1.0,92.17
eval_031,fr,Est-ce que la céphaleXine peut provoquer une diarrhée grave ?,Can Céphalexin cause severe diarrhea?,"[('cephalexin for oral suspension usp', '5 warnings and precautions')]","[('description', 'general_info'), ('description', 'general_info'), ('these highlights do not include all the information needed to use cephalexin capsules usp safely and effectively see full prescribing information for cephalexin capsules usp cephalexin capsules usp for oral useinitial us approval 1971', 'general_info'), ('these highlights do not include all the information needed to use cephalexin capsules usp safely and effectively see full prescribing information for cephalexin capsules usp cephalexin capsules usp for oral useinitial us approval 1971', 'general_info'), ('cephalexin', 'general_info')]",0,0.0,0.0,0.0,66.24
eval_032,de,Wie oft muss BusPIRone täglich eingenommen werden?,How often must Buspirone be taken daily?,"[('buspirone hydrochloride tablets', 'dosage and administration')]","[('buspirone', 'usage_clinical'), ('buspirone hydrochloride', 'usage_clinical'), ('', 'usage_clinical'), ('description', 'usage_clinical'), ('description', 'usage_clinical')]",1,1.0,0.6,1.0,79.36
eval_033,en,What happens if a patient taking Acyclovir becomes dehydrated?,What happens if a patient taking Acyclovir becomes dehydrated?,"[('acyclovir tablets usp', 'precautions')]","[('', 'general_info'), ('acyclovir sodium injection', 'general_info'), ('acyclovir', 'adverse_interactions'), ('acyclovir', 'adverse_interactions'), ('acyclovir', 'adverse_interactions')]",0,0.0,0.0,0.0,755.52
eval_034,it,Quali effetti collaterali comuni ha il BusPIRone?,What are the common side effects of Buspirone?,"[('buspirone hydrochloride tablets', 'adverse reactions')]","[('buspirone', 'adverse_interactions'), ('buspirone', 'adverse_interactions'), ('buspirone', 'adverse_interactions'), ('buspirone', 'adverse_interactions'), ('buspirone 10 mg 149', 'general_info')]",1,1.0,0.8,1.0,1083.1
eval_035,pt,O Aciclovir pode ser tomado durante a gravidez?,Can acyclovir be taken during pregnancy?,"[('acyclovir tablets usp', 'precautions')]","[('prescribing information acyclovir capsules usp', 'special_populations'), ('acyclovir capsules usp rx only', 'general_info'), ('acyclovir capsules usp and acyclovir tablets usprx only', 'special_populations'), ('acyclovir capsules usp and acyclovir tablets usp rx only', 'special_populations'), ('acyclovir capsules usp', 'special_populations')]",0,0.0,0.0,0.0,129.87
eval_036,en,Does Cephalexin affect how metformin is cleared from the body?,Does Cephalexin affect how metformin is cleared from the body?,"[('cephalexin for oral suspension usp', '7 drug interactions')]","[('rx only', 'adverse_interactions'), ('rx only', 'adverse_interactions'), ('cephalexin capsule', 'adverse_interactions'), ('description', 'adverse_interactions'), ('description', 'adverse_interactions')]",0,0.0,0.0,0.0,68.53
eval_037,es,¿Qué pasa si se administra Cephalexin a alguien con hipersensibilidad a las cefalosporinas?,What happens if someone with hypersensitivity to cephalosporins is administered Cephalexin?,"[('cephalexin for oral suspension usp', '4 contraindications')]","[('cephalexin capsules usp to reduce the development of drugresistant bacteria and maintain the effectiveness of cephalexin and other antibacterial drugs cephalexin should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria', 'general_info'), ('cephalexin capsules usp to reduce the development of drugresistant bacteria and maintain the effectiveness of cephalexin capsules and other antibacterial drugs cephalexin capsules should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria', 'general_info'), ('cephalexin capsules usp', 'general_info'), ('cephalexin capsules usp', 'general_info'), ('cephalexin capsules usp', 'general_info')]",0,0.0,0.0,0.0,75.47
eval_038,en,What is the maximum daily dose of BusPIRone that should not be exceeded?,What is the maximum daily dose of BusPIRone that should not be exceeded?,"[('buspirone hydrochloride tablets', 'dosage and administration')]","[('buspirone 10 mg 149', 'usage_clinical'), ('buspirone', 'usage_clinical'), ('buspirone hydrochloride', 'usage_clinical'), ('buspirone hydrochloride', 'usage_clinical'), ('buspirone hydrochloride', 'usage_clinical')]",1,1.0,0.8,0.5,65.31
eval_039,hi,Acyclovir का उपयोग जननांग दाद के इलाज के लिए कैसे किया जाता है?,How is Acyclovir used for treating genital herpes?,"[('acyclovir tablets usp', 'dosage and administration')]","[('acyclovir tablets usp rx only', 'general_info'), ('acyclovir tablets usp rx only', 'general_info'), ('acyclovir tablets uspnivagen pharmaceuticals inc', 'general_info'), ('acy 400mg', 'general_info'), ('acyclovir tablets usp 400 mg', 'general_info')]",0,0.0,0.0,0.0,75.68
eval_040,en,What seizure-related risk is mentioned in the warnings for Cephalexin Oral Suspension?,What seizure-related risk is mentioned in the warnings for Cephalexin Oral Suspension?,"[('cephalexin for oral suspension usp', '5 warnings and precautions')]","[('cephalexin for oral suspension usp', 'safety_risk'), ('cephalexin for oral suspension usprx only', 'safety_risk'), ('cephalexin for oral suspension usp rx only', 'safety_risk'), ('cephalexin capsules usp to reduce the development of drugresistant bacteria and maintain the effectiveness of cephalexin capsules usp and other antibacterial drugs cephalexin capsule usp should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria', 'adverse_interactions'), ('cephalexin capsules usp to reduce the development of drugresistant bacteria and maintain the effectiveness of cephalexin capsules usp and other antibacterial drugs cephalexin capsule usp should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria', 'adverse_interactions')]",1,1.0,0.6,1.0,96.1
