id,language,original_question,english_translation,expected_support,retrieved_documents,hit,recall,precision,mrr,latency_ms
eval_018,en,What are the adverse reactions of Acyclovir Tablets USP?,What are the adverse reactions of Acyclovir Tablets USP?,"[('acyclovir', 'adverse_interactions')]","[('acyclovir uspnivagen pharmaceuticals inc', 'general_info'), ('acyclovir 400 and 800', 'general_info'), ('acyclovir 400 and 800', 'general_info'), ('acyclovir usp400 and 800', 'general_info'), ('acyclovir usp400 and 800', 'general_info')]",0,0.0,0.0,0.0,66.34
eval_019,en,How is Acyclovir Tablets USP supplied and how should it be stored?,How is Acyclovir Tablets USP supplied and how should it be stored?,"[('acyclovir', 'product_logistics')]",[],0,0.0,0.0,0.0,60.77
eval_020,en,What are the precautions for Cephalexin for Oral Suspension USP?,What are the precautions for Cephalexin for Oral Suspension USP?,"[('cephalexin for', 'special_populations')]","[('cephalexin for', 'safety_risk'), ('cephalexin for', 'safety_risk'), ('cephalexin for usprx only', 'safety_risk'), ('cephalexin for', 'safety_risk'), ('cephalexin for usprx only', 'safety_risk')]",0,0.0,0.0,0.0,62.26
eval_021,es,¿Para qué enfermedades víricas se puede usar el Aciclovir?,For which viral diseases can Acyclovir be used?,"[('acyclovir', 'usage_clinical')]",[],0,0.0,0.0,0.0,71.62
eval_022,fr,Quelle est la fréquence de prise de l'aciclovir pour le zona ?,What is the frequency of aciclovir intake for shingles?,"[('acyclovir', 'usage_clinical')]",[],0,0.0,0.0,0.0,71.53
eval_023,de,Welche Nierenprobleme können bei der Einnahme von Acyclovir auftreten?,What kidney problems can occur when taking Acyclovir?,"[('acyclovir', 'safety_risk')]",[],0,0.0,0.0,0.0,68.27
eval_024,en,Can patients allergic to cephalosporins take Cephalexin?,Can patients allergic to cephalosporins take Cephalexin?,"[('cephalexin for', 'safety_risk')]","[('cephalexin to reduce the development of drugresistant bacteria and maintain the effectiveness of cephalexin and other antibacterial drugs cephalexin should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria', 'general_info'), ('cephalexin to reduce the development of drugresistant bacteria and maintain the effectiveness of cephalexin and other antibacterial drugs cephalexin should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria', 'general_info'), ('cephalexin', 'general_info'), ('cephalexin', 'general_info'), ('cephalexin', 'general_info')]",0,0.0,0.0,0.0,69.96
eval_025,it,La cefalexina interagisce con la metformina?,Does cefalexin interact with metformin?,"[('cephalexin for', 'adverse_interactions')]",[],0,0.0,0.0,0.0,75.57
eval_026,pt,Qual é a dose de Cephalexin para crianças com otite média?,What is the dosage of Cephalexin for children with middle ear infections?,"[('cephalexin for', 'usage_clinical')]","[('', 'usage_clinical'), ('cephalexin 250 and 500 cephalexin for 125 mg5 and 250 mg5 cephalexin 250 and 500 3145 3147 4175 4177 2238 2240', 'general_info'), ('cephalexin 250 and 500 cephalexin for 125 mg5 and 250 mg5 cephalexin 250 and 500 3145 3147 4175 4177 2238 2240', 'general_info'), ('cephalexin 250 and 500 cephalexin for 125 mg5 and 250 mg5 cephalexin 250 and 500 mg314531474175417722382240rx only', 'general_info'), ('clinical pharmacology', 'usage_clinical')]",1,1.0,0.2,1.0,69.46
eval_027,hi,बस्पिरोन हाइड्रोक्लोराइड टैबलेट किस मानसिक स्थिति के इलाज के लिए उपयोग की जाती है?,Buspiron Hydrochloride tablets are used for the treatment of which mental condition?,"[('buspirone hydrochloride', 'usage_clinical')]","[('buspirone hydrochloride patient instruction sheet included', 'usage_clinical'), ('buspirone hydrochloride patient instruction sheet included', 'usage_clinical'), ('buspirone hydrochloride patient instruction sheet included', 'usage_clinical'), ('buspirone hydrochloride patient instruction sheet included', 'usage_clinical'), ('buspirone hydrochloride patient instruction sheet included', 'usage_clinical')]",1,1.0,1.0,1.0,65.91
eval_028,th,ยา BusPIRone มีปฏิกิริยากับยาอื่นอย่างไร?,What are the drug interactions of Buspirone?,"[('buspirone hydrochloride', 'adverse_interactions')]","[('buspirone', 'adverse_interactions'), ('buspirone', 'adverse_interactions'), ('buspirone', 'adverse_interactions'), ('buspirone hydrochloride', 'general_info'), ('buspirone hydrochloride', 'pharmacology')]",1,1.0,0.6,1.0,64.6
eval_029,en,Is BusPIRone safe for patients with liver problems?,Is BusPIRone safe for patients with liver problems?,"[('buspirone hydrochloride', 'safety_risk')]","[('description', 'safety_risk'), ('description', 'safety_risk')]",0,0.0,0.0,0.0,66.92
eval_030,es,¿Qué síntomas pueden aparecer si se toma demasiado Aciclovir?,What symptoms can appear if too much Acyclovir is taken?,"[('acyclovir', 'adverse_interactions')]",[],0,0.0,0.0,0.0,73.21
eval_031,fr,Est-ce que la céphaleXine peut provoquer une diarrhée grave ?,Can Cephalexin cause severe diarrhea?,"[('cephalexin for', 'safety_risk')]","[('description', 'general_info'), ('description', 'general_info'), ('these highlights do not include all the information needed to use cephalexin safely and effectively see full prescribing information for cephalexin cephalexin for useinitial us approval 1971', 'general_info'), ('these highlights do not include all the information needed to use cephalexin safely and effectively see full prescribing information for cephalexin cephalexin for useinitial us approval 1971', 'general_info'), ('cephalexin', 'general_info')]",0,0.0,0.0,0.0,64.53
eval_032,de,Wie oft muss BusPIRone täglich eingenommen werden?,How often must Buspirone be taken daily?,"[('buspirone hydrochloride', 'usage_clinical')]","[('buspirone', 'usage_clinical'), ('buspirone hydrochloride', 'usage_clinical'), ('', 'usage_clinical'), ('description', 'usage_clinical'), ('description', 'usage_clinical')]",1,1.0,0.6,1.0,64.05
eval_033,en,What happens if a patient taking Acyclovir becomes dehydrated?,What happens if a patient taking Acyclovir becomes dehydrated?,"[('acyclovir', 'safety_risk')]",[],0,0.0,0.0,0.0,73.17
eval_034,it,Quali effetti collaterali comuni ha il BusPIRone?,What are the common side effects of BusPirone?,"[('buspirone hydrochloride', 'adverse_interactions')]","[('buspirone', 'adverse_interactions'), ('buspirone', 'adverse_interactions'), ('buspirone', 'adverse_interactions'), ('buspirone', 'adverse_interactions'), ('buspirone 10 149', 'general_info')]",1,1.0,0.8,1.0,67.01
eval_035,pt,O Aciclovir pode ser tomado durante a gravidez?,Can Acyclovir be taken during pregnancy?,"[('acyclovir', 'safety_risk')]","[('prescribing information acyclovir', 'special_populations'), ('acyclovir', 'general_info'), ('acyclovir and acyclovir usprx only', 'special_populations'), ('acyclovir and acyclovir', 'special_populations'), ('acyclovir', 'special_populations')]",0,0.0,0.0,0.0,66.43
eval_036,en,Does Cephalexin affect how metformin is cleared from the body?,Does Cephalexin affect how metformin is cleared from the body?,"[('cephalexin for', 'adverse_interactions')]",[],0,0.0,0.0,0.0,69.52
eval_037,es,¿Qué pasa si se administra Cephalexin a alguien con hipersensibilidad a las cefalosporinas?,What happens if Cephalexin is administered to someone with hypersensitivity to cephalosporins?,"[('cephalexin for', 'safety_risk')]","[('cephalexin to reduce the development of drugresistant bacteria and maintain the effectiveness of cephalexin and other antibacterial drugs cephalexin should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria', 'general_info'), ('cephalexin to reduce the development of drugresistant bacteria and maintain the effectiveness of cephalexin and other antibacterial drugs cephalexin should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria', 'general_info'), ('cephalexin', 'general_info'), ('cephalexin', 'general_info'), ('cephalexin', 'general_info')]",0,0.0,0.0,0.0,86.8
eval_038,en,What is the maximum daily dose of BusPIRone that should not be exceeded?,What is the maximum daily dose of BusPIRone that should not be exceeded?,"[('buspirone hydrochloride', 'usage_clinical')]","[('buspirone 10 149', 'usage_clinical'), ('buspirone', 'usage_clinical'), ('buspirone hydrochloride', 'usage_clinical'), ('buspirone hydrochloride', 'usage_clinical'), ('buspirone hydrochloride', 'usage_clinical')]",1,1.0,0.8,0.5,84.15
eval_039,hi,Acyclovir का उपयोग जननांग दाद के इलाज के लिए कैसे किया जाता है?,How is Acyclovir used for treating genital herpes?,"[('acyclovir', 'usage_clinical')]","[('acyclovir', 'general_info'), ('acyclovir', 'general_info'), ('acyclovir uspnivagen pharmaceuticals inc', 'general_info'), ('acy 400mg', 'general_info'), ('acyclovir 400', 'general_info')]",0,0.0,0.0,0.0,172.82
eval_040,en,What seizure-related risk is mentioned in the warnings for Cephalexin Oral Suspension?,What seizure-related risk is mentioned in the warnings for Cephalexin Oral Suspension?,"[('cephalexin for', 'safety_risk')]",[],0,0.0,0.0,0.0,1213.91
