id,language,original_question,english_translation,expected_support,retrieved_documents,hit,recall,precision,mrr,latency_ms
eval_011,en,What is the recommended dosage of Cephalexin for Oral Suspension USP for adults?,What is the recommended dosage of Cephalexin for Oral Suspension USP for adults?,"[('cephalexin for', 'usage_clinical')]","[('cephalexin for', 'usage_clinical'), ('cephalexin for', 'general_info'), ('cephalexin for', 'general_info'), ('cephalexin for', 'general_info'), ('these highlights do not include all the information needed to use cephalexin safely and effectively see full prescribing information for cephalexincephalexin for for useinitial us approval 1971', 'general_info'), ('these highlights do not include all the information needed to use cephalexin safely and effectively see full prescribing information for cephalexincephalexin for for useinitial us approval 1971', 'general_info'), ('cephalexin for', 'general_info'), ('cephalexin and cephalexin for usprx only', 'usage_clinical'), ('cephalexin for usprx only', 'general_info'), ('cephalexin for usprx only', 'general_info')]",1,1.0,0.2,1.0,66.87
eval_012,en,What are the adverse reactions reported for BusPIRone Hydrochloride Tablets?,What are the adverse reactions reported for BusPIRone Hydrochloride Tablets?,"[('buspirone hydrochloride', 'adverse_interactions')]","[('buspirone hydrochloride patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride patient instruction sheet included', 'general_info'), ('buspirone hydrochloride patient instruction sheet included', 'general_info'), ('buspirone hydrochloride', 'adverse_interactions'), ('buspirone hydrochloride', 'adverse_interactions'), ('buspirone hydrochloride', 'adverse_interactions'), ('buspirone hydrochloride', 'adverse_interactions'), ('buspirone hydrochloride', 'adverse_interactions'), ('description', 'adverse_interactions'), ('buspirone hydrochloride', 'adverse_interactions')]",1,1.0,0.7,1.0,69.07
eval_013,en,What are the warnings listed for BusPIRone Hydrochloride Tablets?,What are the warnings listed for BusPIRone Hydrochloride Tablets?,"[('buspirone hydrochloride', 'safety_risk')]","[('buspirone hydrochloride patient instruction sheet included', 'safety_risk'), ('buspirone hydrochloride patient instruction sheet included', 'safety_risk'), ('buspirone hydrochloride patient instruction sheet included', 'safety_risk'), ('buspirone hydrochloride usppatient instruction sheet included', 'safety_risk'), ('buspirone hydrochloride patient instruction sheet included', 'safety_risk'), ('buspirone hydrochloride patient instruction sheet included', 'safety_risk'), ('buspirone hydrochloride', 'safety_risk'), ('buspirone hydrochloride', 'safety_risk'), ('buspirone hydrochloride', 'safety_risk'), ('buspirone hydrochloride', 'safety_risk')]",1,1.0,1.0,1.0,68.66
eval_014,en,What are the contraindications for BusPIRone Hydrochloride Tablets?,What are the contraindications for BusPIRone Hydrochloride Tablets?,"[('buspirone hydrochloride', 'safety_risk')]","[('buspirone hydrochloride rx onlypatient instruction sheet included', 'general_info'), ('buspirone hydrochloride rx onlypatient instruction sheet included', 'general_info'), ('buspirone hydrochloride patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride patient instruction sheet included', 'general_info'), ('buspirone hydrochloride 5 75 10 15 or 30', 'adverse_interactions'), ('buspirone hydrochloride', 'adverse_interactions'), ('buspirone hydrochloride 5 75 10 15 or 30', 'general_info'), ('buspirone hydrochloride patient instruction sheet included', 'general_info'), ('buspirone hydrochloride patient instruction sheet included', 'general_info'), ('buspirone hydrochloride patient instruction sheet included', 'general_info')]",0,0.0,0.0,0.0,67.14
eval_015,en,What drug interactions are described for BusPIRone Hydrochloride Tablets?,What drug interactions are described for BusPIRone Hydrochloride Tablets?,"[('buspirone hydrochloride', 'adverse_interactions')]","[('buspirone hydrochloride patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride usppatient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride rx onlypatient instruction sheet included', 'adverse_interactions')]",1,1.0,1.0,1.0,67.21
eval_016,en,What are the clinical pharmacology details for Acyclovir Tablets USP?,What are the clinical pharmacology details for Acyclovir Tablets USP?,"[('acyclovir', 'pharmacology')]","[('acyclovir usp400 and 800', 'general_info'), ('acyclovir 400', 'general_info'), ('acyclovir', 'general_info'), ('acyclovir', 'general_info'), ('acyclovir', 'general_info'), ('acyclovir', 'general_info'), ('acyclovir uspnivagen pharmaceuticals inc', 'general_info'), ('acyclovir 400 and 800', 'general_info'), ('acyclovir 400 and 800', 'general_info'), ('acyclovir usp400 and 800', 'general_info')]",0,0.0,0.0,0.0,63.45
eval_017,en,What precautions should be taken when using Acyclovir Tablets USP?,What precautions should be taken when using Acyclovir Tablets USP?,"[('acyclovir', 'safety_risk')]","[('acyclovir', 'safety_risk'), ('acyclovir', 'safety_risk'), ('acyclovir', 'safety_risk'), ('acyclovir', 'safety_risk'), ('acyclovir', 'safety_risk'), ('acyclovir', 'safety_risk'), ('acyclovir uspnivagen pharmaceuticals inc', 'safety_risk'), ('acyclovir', 'safety_risk'), ('acyclovir', 'safety_risk'), ('acyclovir', 'safety_risk')]",1,1.0,1.0,1.0,72.34
eval_018,en,What are the adverse reactions of Acyclovir Tablets USP?,What are the adverse reactions of Acyclovir Tablets USP?,"[('acyclovir', 'adverse_interactions')]","[('acyclovir uspnivagen pharmaceuticals inc', 'general_info'), ('acyclovir 400 and 800', 'general_info'), ('acyclovir 400 and 800', 'general_info'), ('acyclovir usp400 and 800', 'general_info'), ('acyclovir usp400 and 800', 'general_info'), ('acyclovir usp400 and 800', 'general_info'), ('acyclovir usp400 and 800', 'general_info'), ('acyclovir', 'general_info'), ('acyclovir', 'general_info'), ('acyclovir', 'general_info')]",0,0.0,0.0,0.0,68.63
eval_019,en,How is Acyclovir Tablets USP supplied and how should it be stored?,How is Acyclovir Tablets USP supplied and how should it be stored?,"[('acyclovir', 'product_logistics')]","[('', 'product_logistics'), ('description', 'product_logistics'), ('acyclovir usp400 and 800', 'product_logistics'), ('description', 'product_logistics'), ('acyclovir 400', 'product_logistics'), ('acyclovir usp400 and 800', 'product_logistics'), ('description', 'product_logistics'), ('acyclovir usp400 and 800', 'general_info'), ('acyclovir', 'product_logistics'), ('these highlights do not include all the information needed to use valacyclovir safely and effectively see full prescribing information for valacyclovir valacyclovir initial us approval 1995', 'product_logistics')]",1,1.0,0.6,1.0,67.06
eval_020,en,What are the precautions for Cephalexin for Oral Suspension USP?,What are the precautions for Cephalexin for Oral Suspension USP?,"[('cephalexin for', 'safety_risk')]","[('cephalexin for', 'safety_risk'), ('cephalexin for', 'safety_risk'), ('cephalexin for usprx only', 'safety_risk'), ('cephalexin for', 'safety_risk'), ('cephalexin for usprx only', 'safety_risk'), ('cephalexin for', 'safety_risk'), ('cephalexin for', 'general_info'), ('cephalexin for usprx only', 'general_info'), ('cephalexin for', 'usage_clinical'), ('cephalexin for', 'adverse_interactions')]",1,1.0,0.6,1.0,64.65
eval_021,es,¿Para qué enfermedades víricas se puede usar el Aciclovir?,For what viral diseases can Acyclovir be used?,"[('acyclovir', 'usage_clinical')]","[('spl unclassified section', 'usage_clinical'), ('acyclovir', 'general_info'), ('acyclovir', 'general_info'), ('acyclovir 5', 'general_info'), ('acyclovir', 'general_info'), ('acyclovir', 'adverse_interactions'), ('acyclovir 400 and 800', 'general_info'), ('description', 'pharmacology'), ('acyclovir', 'general_info'), ('acyclovir', 'general_info')]",0,0.0,0.0,0.0,67.39
eval_022,fr,Quelle est la fréquence de prise de l'aciclovir pour le zona ?,What is the frequency of aciclovir intake for shingles?,"[('acyclovir', 'usage_clinical')]","[('acy 400mg', 'general_info'), ('acyclovir usp200', 'general_info'), ('acyclovir 200', 'general_info'), ('acyclovir 400', 'general_info'), ('prescribing information acyclovir', 'general_info'), ('acyclovir acyclovir 8940 8943 8947', 'general_info'), ('acyclovir acyclovir', 'general_info'), ('acyclovir', 'general_info'), ('acyclovir 400 and 800', 'general_info'), ('acyclovir 400 and 800', 'general_info')]",0,0.0,0.0,0.0,69.46
eval_023,de,Welche Nierenprobleme können bei der Einnahme von Acyclovir auftreten?,What kidney problems can occur when taking Acyclovir?,"[('acyclovir', 'special_populations')]","[('acyclovir', 'adverse_interactions'), ('acyclovir', 'adverse_interactions'), ('acyclovir', 'adverse_interactions'), ('acyclovir', 'adverse_interactions'), ('acyclovir', 'adverse_interactions'), ('', 'adverse_interactions'), ('acyclovir', 'general_info'), ('acyclovir', 'general_info'), ('acyclovir', 'general_info'), ('acyclovir', 'general_info')]",0,0.0,0.0,0.0,66.14
eval_024,en,Can patients allergic to cephalosporins take Cephalexin?,Can patients allergic to cephalosporins take Cephalexin?,"[('cephalexin for', 'safety_risk')]","[('cephalexin to reduce the development of drugresistant bacteria and maintain the effectiveness of cephalexin and other antibacterial drugs cephalexin should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria', 'general_info'), ('cephalexin to reduce the development of drugresistant bacteria and maintain the effectiveness of cephalexin and other antibacterial drugs cephalexin should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria', 'general_info'), ('cephalexin', 'general_info'), ('cephalexin', 'general_info'), ('cephalexin', 'general_info'), ('cephalexin', 'general_info'), ('cephalexin', 'general_info'), ('cephalexin', 'general_info'), ('cephalexin', 'general_info'), ('cephalexin', 'general_info')]",0,0.0,0.0,0.0,66.32
eval_025,it,La cefalexina interagisce con la metformina?,Does cephalexin interact with metformin?,"[('cephalexin for', 'adverse_interactions')]","[('description', 'adverse_interactions'), ('description', 'adverse_interactions'), ('cephalexin', 'adverse_interactions'), ('cephalexin', 'adverse_interactions'), ('cephalexin', 'safety_risk'), ('cephalexin', 'adverse_interactions'), ('', 'adverse_interactions'), ('', 'adverse_interactions'), ('cephalexin to reduce the development of drugresistant bacteria and maintain the effectiveness of cephalexin and other antibacterial drugs cephalexin should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria', 'adverse_interactions'), ('cephalexin to reduce the development of drugresistant bacteria and maintain the effectiveness of cephalexin and other antibacterial drugs cephalexin should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria', 'adverse_interactions')]",1,1.0,0.5,0.3333,64.53
eval_026,pt,Qual é a dose de Cephalexin para crianças com otite média?,What is the dose of Cephalexin for children with middle ear infection?,"[('cephalexin for', 'usage_clinical')]","[('cephalexin 250 and 500 cephalexin for 125 mg5 and 250 mg5 cephalexin 250 and 500 3145 3147 4175 4177 2238 2240', 'general_info'), ('cephalexin 250 and 500 cephalexin for 125 mg5 and 250 mg5 cephalexin 250 and 500 3145 3147 4175 4177 2238 2240', 'general_info'), ('cephalexin 250 and 500 cephalexin for 125 mg5 and 250 mg5 cephalexin 250 and 500 mg314531474175417722382240rx only', 'general_info'), ('', 'usage_clinical'), ('cephalexin 500', 'general_info'), ('cephalexin for', 'general_info'), ('cephalexin 250 and 500 cephalexin for 125 mg5 and 250 mg5 cephalexin 250 and 500 mgrx only', 'general_info'), ('clinical pharmacology', 'usage_clinical'), ('cephalexin for usprx only', 'general_info'), ('cephalexin for usprx only', 'general_info')]",1,1.0,0.1,0.25,61.66
eval_027,hi,बस्पिरोन हाइड्रोक्लोराइड टैबलेट किस मानसिक स्थिति के इलाज के लिए उपयोग की जाती है?,Bisoprolol Hydrochloride Tablets are used for the treatment of certain mental conditions.,"[('buspirone hydrochloride', 'usage_clinical')]","[('spl unclassified section', 'usage_clinical'), ('spl unclassified section', 'usage_clinical'), ('bisoprolol fumarate and hydrochlorothiazide', 'product_logistics'), ('bisoprolol fumarate and hydrochlorothiazide revised july 2003', 'product_logistics'), ('bisoprolol fumarate and hydrochlorothiazide', 'product_logistics'), ('bisoprolol fumarate and hydrochlorothiazide 25 mg625 5 mg625 and 10 mg625', 'product_logistics'), ('bisoprolol fumarate', 'product_logistics'), ('bisoprolol fumarate and hydrochlorothiazide', 'general_info'), ('bisoprolol fumarate', 'product_logistics'), ('bisoprolol fumarate', 'product_logistics')]",0,0.0,0.0,0.0,65.25
eval_028,th,ยา BusPIRone มีปฏิกิริยากับยาอื่นอย่างไร?,How does buspirone interact with other medications?,"[('buspirone hydrochloride', 'adverse_interactions')]","[('buspirone hydrochloride patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride', 'general_info'), ('buspirone hydrochloride usppatient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride patient instruction sheet included', 'adverse_interactions'), ('buspirone hydrochloride patient instruction sheet included', 'adverse_interactions')]",1,1.0,0.9,1.0,64.89
eval_029,en,Is BusPIRone safe for patients with liver problems?,Is BusPIRone safe for patients with liver problems?,"[('buspirone hydrochloride', 'special_populations')]","[('description', 'safety_risk'), ('description', 'safety_risk'), ('patient instruction sheet', 'general_info'), ('description', 'general_info'), ('buspirone hydrochloride usp0053005410035200rx only', 'general_info'), ('buspirone hydrochloride usp0053005410035200rx only', 'general_info'), ('buspirone hydrochloride usp0053005410035200rx only', 'general_info'), ('buspirone hydrochloride', 'general_info'), ('description', 'general_info')]",0,0.0,0.0,0.0,66.0
eval_030,es,¿Qué síntomas pueden aparecer si se toma demasiado Aciclovir?,What symptoms may appear if too much Aciclovir is taken?,"[('acyclovir', 'adverse_interactions')]","[('acyclovir', 'adverse_interactions'), ('', 'adverse_interactions'), ('acyclovir', 'general_info'), ('acyclovir 400 and 800', 'general_info'), ('acyclovir 400 and 800', 'general_info'), ('acyclovir', 'general_info'), ('acyclovir', 'general_info'), ('acyclovir', 'general_info'), ('acyclovir', 'general_info'), ('acyclovir', 'general_info')]",1,1.0,0.2,1.0,64.86
eval_031,fr,Est-ce que la céphaleXine peut provoquer une diarrhée grave ?,Can Cephalexin cause severe diarrhea?,"[('cephalexin for', 'safety_risk')]","[('description', 'general_info'), ('description', 'general_info'), ('these highlights do not include all the information needed to use cephalexin safely and effectively see full prescribing information for cephalexin cephalexin for useinitial us approval 1971', 'general_info'), ('these highlights do not include all the information needed to use cephalexin safely and effectively see full prescribing information for cephalexin cephalexin for useinitial us approval 1971', 'general_info'), ('cephalexin', 'general_info'), ('cephalexin', 'general_info'), ('cephalexin', 'general_info'), ('these highlights do not include all the information needed to use cephalexin safely and effectively see full prescribing information for cephalexin cephalexin for useinitial us approval 1971', 'general_info'), ('these highlights do not include all the information needed to use cephalexin safely and effectively see full prescribing information for cephalexin cephalexin for use initial us approval 1971', 'general_info'), ('these highlights do not include all the information needed to use cephalexin safely and effectively see full prescribing information for cephalexin cephalexin for use initial us approval 1971', 'general_info')]",0,0.0,0.0,0.0,64.73
eval_032,de,Wie oft muss BusPIRone täglich eingenommen werden?,How often must Buspirone be taken daily?,"[('buspirone hydrochloride', 'usage_clinical')]","[('buspirone', 'usage_clinical'), ('buspirone hydrochloride', 'usage_clinical'), ('', 'usage_clinical'), ('description', 'usage_clinical'), ('description', 'usage_clinical'), ('', 'usage_clinical'), ('description', 'usage_clinical'), ('description', 'usage_clinical'), ('description', 'usage_clinical'), ('description', 'usage_clinical')]",1,1.0,0.4,1.0,62.83
eval_033,en,What happens if a patient taking Acyclovir becomes dehydrated?,What happens if a patient taking Acyclovir becomes dehydrated?,"[('acyclovir', 'safety_risk')]","[('acyclovir sodium', 'general_info'), ('acyclovir', 'adverse_interactions'), ('acyclovir', 'adverse_interactions'), ('acyclovir', 'adverse_interactions'), ('acyclovir', 'adverse_interactions'), ('', 'adverse_interactions'), ('acyclovir sodium', 'adverse_interactions'), ('acyclovir', 'adverse_interactions'), ('acyclovir', 'adverse_interactions')]",0,0.0,0.0,0.0,72.32
eval_034,it,Quali effetti collaterali comuni ha il BusPIRone?,What are the common side effects of Buspirone?,"[('buspirone hydrochloride', 'adverse_interactions')]","[('buspirone', 'adverse_interactions'), ('buspirone', 'adverse_interactions'), ('buspirone', 'adverse_interactions'), ('buspirone', 'adverse_interactions'), ('buspirone 10 149', 'general_info'), ('buspirone hydrochloride', 'general_info'), ('buspirone hydrochloride', 'general_info'), ('buspirone hydrochloride patient instruction sheet included', 'adverse_interactions'), ('buspirone', 'adverse_interactions'), ('patient instruction sheet', 'adverse_interactions')]",1,1.0,0.6,1.0,64.67
eval_035,pt,O Aciclovir pode ser tomado durante a gravidez?,Can acyclovir be taken during pregnancy?,"[('acyclovir', 'special_populations')]","[('prescribing information acyclovir', 'special_populations'), ('acyclovir', 'general_info'), ('acyclovir and acyclovir usprx only', 'special_populations'), ('acyclovir and acyclovir', 'special_populations'), ('acyclovir', 'special_populations'), ('acyclovir 400 and 800', 'special_populations'), ('acyclovir 400 and 800', 'special_populations'), ('acyclovir', 'special_populations'), ('acyclovir', 'special_populations'), ('acyclovir', 'special_populations')]",1,1.0,0.9,1.0,62.66
eval_036,en,Does Cephalexin affect how metformin is cleared from the body?,Does Cephalexin affect how metformin is cleared from the body?,"[('cephalexin for', 'adverse_interactions')]","[('', 'adverse_interactions'), ('', 'adverse_interactions'), ('cephalexin', 'adverse_interactions'), ('description', 'adverse_interactions'), ('description', 'adverse_interactions'), ('cephalexin', 'general_info'), ('cephalexin', 'adverse_interactions'), ('cephalexin', 'adverse_interactions'), ('cephalexin', 'general_info'), ('clinical pharmacology', 'adverse_interactions')]",1,1.0,0.5,1.0,66.81
eval_037,es,¿Qué pasa si se administra Cephalexin a alguien con hipersensibilidad a las cefalosporinas?,What happens if Cephalexin is administered to someone allergic to cephalosporins?,"[('cephalexin for', 'safety_risk')]","[('cephalexin to reduce the development of drugresistant bacteria and maintain the effectiveness of cephalexin and other antibacterial drugs cephalexin should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria', 'general_info'), ('cephalexin to reduce the development of drugresistant bacteria and maintain the effectiveness of cephalexin and other antibacterial drugs cephalexin should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria', 'general_info'), ('cephalexin', 'general_info'), ('cephalexin', 'general_info'), ('cephalexin', 'general_info'), ('cephalexin', 'general_info'), ('cephalexin', 'general_info'), ('cephalexin', 'general_info'), ('cephalexin', 'general_info'), ('cephalexin', 'general_info')]",0,0.0,0.0,0.0,62.1
eval_038,en,What is the maximum daily dose of BusPIRone that should not be exceeded?,What is the maximum daily dose of BusPIRone that should not be exceeded?,"[('buspirone hydrochloride', 'usage_clinical')]","[('buspirone 10 149', 'usage_clinical'), ('buspirone', 'usage_clinical'), ('buspirone hydrochloride', 'usage_clinical'), ('buspirone hydrochloride', 'usage_clinical'), ('buspirone hydrochloride', 'usage_clinical'), ('', 'usage_clinical'), ('patient instruction sheet', 'usage_clinical'), ('buspirone hydrochloride', 'usage_clinical'), ('buspirone', 'usage_clinical'), ('', 'usage_clinical')]",1,1.0,0.8,0.5,67.0
eval_039,hi,Acyclovir का उपयोग जननांग दाद के इलाज के लिए कैसे किया जाता है?,How is Acyclovir used for the treatment of genital herpes?,"[('acyclovir', 'usage_clinical')]","[('acyclovir', 'general_info'), ('acyclovir', 'general_info'), ('acyclovir uspnivagen pharmaceuticals inc', 'general_info'), ('acy 400mg', 'general_info'), ('acyclovir 400', 'general_info'), ('acyclovir', 'general_info'), ('acyclovir usp200', 'general_info'), ('acyclovir', 'general_info'), ('acyclovir', 'general_info'), ('acyclovir 200', 'general_info')]",0,0.0,0.0,0.0,63.15
eval_040,en,What seizure-related risk is mentioned in the warnings for Cephalexin Oral Suspension?,What seizure-related risk is mentioned in the warnings for Cephalexin Oral Suspension?,"[('cephalexin for', 'safety_risk')]","[('cephalexin for', 'safety_risk'), ('cephalexin for usprx only', 'safety_risk'), ('cephalexin for', 'safety_risk'), ('cephalexin to reduce the development of drugresistant bacteria and maintain the effectiveness of cephalexin and other antibacterial drugs cephalexin should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria', 'adverse_interactions'), ('cephalexin to reduce the development of drugresistant bacteria and maintain the effectiveness of cephalexin and other antibacterial drugs cephalexin should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria', 'adverse_interactions'), ('cephalexin for', 'safety_risk'), ('these highlights do not include all the information needed to use cephalexin safely and effectively see full prescribing information for cephalexincephalexin for for useinitial us approval 1971', 'adverse_interactions'), ('cephalexin', 'adverse_interactions'), ('cephalexin', 'adverse_interactions'), ('cephalexin', 'adverse_interactions')]",1,1.0,0.4,1.0,65.33
