id,question_type,language,question,expected_refusal,expected_sections,retrieved_section_titles,retrieved_drug_names,retrieval_hit_at_k,refusal_correct,citation_present,retrieval_latency_ms,total_latency_ms,answer,manual_answer_correct,manual_grounded,manual_citation_correct
eval_011,answerable,en,What is the starting dose for BusPIRone Hydrochloride Tablets?,False,,"DOSAGE AND ADMINISTRATION | DOSAGE AND ADMINISTRATION | DOSAGE AND ADMINISTRATION | The risk of administering methylene blue by non-intravenous routes (such as oral tablets or by local injection) or in intravenous doses much lower than 1 mg per kg with buspirone hydrochloride tablets is unclear. The clinician should, nevertheless, be aware of the possibility of emergent symptoms of serotonin syndrome with such use (see CONTRAINDICATIONS, WARNINGS and DRUG INTERACTIONS). | ADVERSE REACTIONS, Postmarketing Experience","A-S Medication Solutions | BusPIRone Hydrochloride Tablets | Buspirone Hydrochloride Tablets, USP | BUSPIRONE | A-S Medication Solutions",False,,False,15.45,15.49,Error: UC3M_API_KEY is not set.,,,
eval_012,answerable,en,What warnings are listed for BusPIRone Hydrochloride Tablets?,False,,"ADVERSE REACTIONS, Postmarketing Experience | The table that follows enumerates adverse events that occurred at a frequency of 1% or more among buspirone hydrochloride patients who participated in 4-week, controlled trials comparing buspirone hydrochloride tablets with placebo. The frequencies were obtained from pooled data for 17 trials. The prescriber should be aware that these figures cannot be used to predict the incidence of side effects in the course of usual medical practice where patient characteristics and other factors differ from those which prevailed in the clinical trials. Similarly, the cited frequencies cannot be compared with figures obtained from other clinical investigations involving different treatments, uses, and investigators. Comparison of the cited figures, however, does provide the prescribing physician with some basis for estimating the relative contribution of drug and nondrug factors to the side-effect incidence rate in the population studied. | The table that follows enumerates adverse events that occurred at a frequency of 1% or more among buspirone hydrochloride patients who participated in 4-week, controlled trials comparing buspirone hydrochloride tablets with placebo. The frequencies were obtained from pooled data for 17 trials. The prescriber should be aware that these figures cannot be used to predict the incidence of side effects in the course of usual medical practice where patient characteristics and other factors differ from those which prevailed in the clinical trials. Similarly, the cited frequencies cannot be compared with figures obtained from other clinical investigations involving different treatments, uses, and investigators. Comparison of the cited figures, however, does provide the prescribing physician with some basis for estimating the relative contribution of drug and nondrug factors to the side-effect incidence rate in the population studied. | Starting buspirone in a patient who is being treated with reversible MAOIs such as linezolid or intravenous methylene blue is also contraindicated because of an increased risk of serotonin syndrome. (see WARNINGS, DOSAGE AND ADMINISTRATION AND CONCOMITANT DRUG). | ADVERSE REACTIONS",A-S Medication Solutions | BUSPIRONE | BUSPIRONE | BUSPIRONE | BusPIRone Hydrochloride Tablets,False,,False,13.01,13.1,Error: UC3M_API_KEY is not set.,,,
eval_013,answerable,en,What drug interactions are listed for BusPIRone Hydrochloride Tablets?,False,,"The table that follows enumerates adverse events that occurred at a frequency of 1% or more among buspirone hydrochloride patients who participated in 4-week, controlled trials comparing buspirone hydrochloride tablets with placebo. The frequencies were obtained from pooled data for 17 trials. The prescriber should be aware that these figures cannot be used to predict the incidence of side effects in the course of usual medical practice where patient characteristics and other factors differ from those which prevailed in the clinical trials. Similarly, the cited frequencies cannot be compared with figures obtained from other clinical investigations involving different treatments, uses, and investigators. Comparison of the cited figures, however, does provide the prescribing physician with some basis for estimating the relative contribution of drug and nondrug factors to the side-effect incidence rate in the population studied. | The table that follows enumerates adverse events that occurred at a frequency of 1% or more among buspirone hydrochloride patients who participated in 4-week, controlled trials comparing buspirone hydrochloride tablets with placebo. The frequencies were obtained from pooled data for 17 trials. The prescriber should be aware that these figures cannot be used to predict the incidence of side effects in the course of usual medical practice where patient characteristics and other factors differ from those which prevailed in the clinical trials. Similarly, the cited frequencies cannot be compared with figures obtained from other clinical investigations involving different treatments, uses, and investigators. Comparison of the cited figures, however, does provide the prescribing physician with some basis for estimating the relative contribution of drug and nondrug factors to the side-effect incidence rate in the population studied. | ADVERSE REACTIONS, Postmarketing Experience | Because buspirone can bind to central dopamine receptors, a question has been raised about its potential to cause acute and chronic changes in dopamine-mediated neurological function (e.g., dystonia, pseudo-parkinsonism, akathisia, and tardive dyskinesia). Clinical experience in controlled trials has failed to identify any significant neuroleptic-like activity; however, a syndrome of restlessness, appearing shortly after initiation of treatment, has been reported in some small fraction of buspirone-treated patients. The syndrome may be explained in several ways. For example, buspirone may increase central noradrenergic activity; alternatively, the effect may be attributable to dopaminergic effects (i.e., represent akathisia). See ADVERSE REACTIONS: POSTMARKETING EXPERIENCE. | In human and animal studies, buspirone has shown no potential for abuse or diversion and there is no evidence that it causes tolerance, or either physical or psychological dependence. Human volunteers with a history of recreational drug or alcohol usage were studied in two double-blind clinical investigations. None of the subjects were able to distinguish between buspirone hydrochloride tablets and placebo. By contrast, subjects showed a statistically significant preference for methaqualone and diazepam. Studies in monkeys, mice, and rats have indicated that buspirone lacks potential for abuse.","BUSPIRONE | BUSPIRONE | A-S Medication Solutions | BUSPIRONE | Buspirone Hydrochloride Tablets, USP",False,,False,11.01,11.05,Error: UC3M_API_KEY is not set.,,,
eval_014,answerable,en,What are the contraindications for BusPIRone Hydrochloride Tablets?,False,,"The table that follows enumerates adverse events that occurred at a frequency of 1% or more among buspirone hydrochloride patients who participated in 4-week, controlled trials comparing buspirone hydrochloride tablets with placebo. The frequencies were obtained from pooled data for 17 trials. The prescriber should be aware that these figures cannot be used to predict the incidence of side effects in the course of usual medical practice where patient characteristics and other factors differ from those which prevailed in the clinical trials. Similarly, the cited frequencies cannot be compared with figures obtained from other clinical investigations involving different treatments, uses, and investigators. Comparison of the cited figures, however, does provide the prescribing physician with some basis for estimating the relative contribution of drug and nondrug factors to the side-effect incidence rate in the population studied. | ADVERSE REACTIONS, Postmarketing Experience | The table that follows enumerates adverse events that occurred at a frequency of 1% or more among buspirone hydrochloride patients who participated in 4-week, controlled trials comparing buspirone hydrochloride tablets with placebo. The frequencies were obtained from pooled data for 17 trials. The prescriber should be aware that these figures cannot be used to predict the incidence of side effects in the course of usual medical practice where patient characteristics and other factors differ from those which prevailed in the clinical trials. Similarly, the cited frequencies cannot be compared with figures obtained from other clinical investigations involving different treatments, uses, and investigators. Comparison of the cited figures, however, does provide the prescribing physician with some basis for estimating the relative contribution of drug and nondrug factors to the side-effect incidence rate in the population studied. | Starting buspirone in a patient who is being treated with reversible MAOIs such as linezolid or intravenous methylene blue is also contraindicated because of an increased risk of serotonin syndrome. (see WARNINGS, DOSAGE AND ADMINISTRATION AND CONCOMITANT DRUG). | ADVERSE REACTIONS",BUSPIRONE | A-S Medication Solutions | BUSPIRONE | BUSPIRONE | A-S Medication Solutions,False,,False,10.71,10.74,Error: UC3M_API_KEY is not set.,,,
eval_015,answerable,en,What adverse reactions are described for BusPIRone Hydrochloride Tablets?,False,,"The table that follows enumerates adverse events that occurred at a frequency of 1% or more among buspirone hydrochloride patients who participated in 4-week, controlled trials comparing buspirone hydrochloride tablets with placebo. The frequencies were obtained from pooled data for 17 trials. The prescriber should be aware that these figures cannot be used to predict the incidence of side effects in the course of usual medical practice where patient characteristics and other factors differ from those which prevailed in the clinical trials. Similarly, the cited frequencies cannot be compared with figures obtained from other clinical investigations involving different treatments, uses, and investigators. Comparison of the cited figures, however, does provide the prescribing physician with some basis for estimating the relative contribution of drug and nondrug factors to the side-effect incidence rate in the population studied. | The table that follows enumerates adverse events that occurred at a frequency of 1% or more among buspirone hydrochloride patients who participated in 4-week, controlled trials comparing buspirone hydrochloride tablets with placebo. The frequencies were obtained from pooled data for 17 trials. The prescriber should be aware that these figures cannot be used to predict the incidence of side effects in the course of usual medical practice where patient characteristics and other factors differ from those which prevailed in the clinical trials. Similarly, the cited frequencies cannot be compared with figures obtained from other clinical investigations involving different treatments, uses, and investigators. Comparison of the cited figures, however, does provide the prescribing physician with some basis for estimating the relative contribution of drug and nondrug factors to the side-effect incidence rate in the population studied. | ADVERSE REACTIONS, Postmarketing Experience | Starting buspirone in a patient who is being treated with reversible MAOIs such as linezolid or intravenous methylene blue is also contraindicated because of an increased risk of serotonin syndrome. (see WARNINGS, DOSAGE AND ADMINISTRATION AND CONCOMITANT DRUG). | ADVERSE REACTIONS (See also PRECAUTIONS)","BUSPIRONE | BUSPIRONE | A-S Medication Solutions | BUSPIRONE | Buspirone Hydrochloride Tablets, USP",False,,False,15.32,15.38,Error: UC3M_API_KEY is not set.,,,
eval_016,answerable,en,"What is Lorazepam Tablets, USP CIV indicated for?",False,,HOW SUPPLIED | INDICATIONS AND USAGE | INDICATIONS AND USAGE | INDICATIONS AND USAGE | PRECAUTIONS: Drug Interactions,"Lorazepam Tablets, USP CIV | Lorazepam Tablets, USP CIV | LISINOPRIL AND HYDROCHLOROTHIAZIDE USP | BENZTROPINE MESYLATE Tablets USP | Lorazepam Tablets, USP CIV",False,,False,18.77,18.83,Error: UC3M_API_KEY is not set.,,,
eval_017,answerable,en,"How is Lorazepam Tablets, USP CIV administered?",False,,HOW SUPPLIED | PRECAUTIONS: Drug Interactions | INDICATIONS AND USAGE | Compare to the active ingredient in Prevacid | Drug Interactions,"Lorazepam Tablets, USP CIV | Lorazepam Tablets, USP CIV | Lorazepam Tablets, USP CIV | Walgreen Co. Lansoprazole Drug Facts | Lorazepam Tablets, USP CIV",False,,False,13.72,13.75,Error: UC3M_API_KEY is not set.,,,
eval_018,answerable,en,"What warning is given about taking Lorazepam Tablets, USP CIV with opioids?",False,,PRECAUTIONS: Drug Interactions | Drug Interactions | WARNINGS | WARNINGS | WARNINGS,"Lorazepam Tablets, USP CIV | Lorazepam Tablets, USP CIV | Lorazepam Tablets, USP CIV | Lorazepam Tablets, USP CIV | Clonazepam Tablets, USP",False,,False,12.58,12.62,Error: UC3M_API_KEY is not set.,,,
eval_019,answerable,en,What is Zafirlukast indicated for?,False,,"INDICATIONS AND USAGE | ADVERSE REACTIONS | DOSAGE AND ADMINISTRATION | PRECAUTIONS, Drug Interactions | ADVERSE REACTIONS",Zafirlukast | Zafirlukast | Zafirlukast | Zafirlukast | Zafirlukast,False,,False,17.8,17.96,Error: UC3M_API_KEY is not set.,,,
eval_020,answerable,en,How should Zafirlukast be taken with respect to meals?,False,,"DOSAGE AND ADMINISTRATION | DOSAGE AND ADMINISTRATION | ADVERSE REACTIONS | PRECAUTIONS, Drug Interactions | INDICATIONS AND USAGE",Zafirlukast | Zafirlukast | Zafirlukast | Zafirlukast | Zafirlukast,False,,False,19.18,19.22,Error: UC3M_API_KEY is not set.,,,
eval_021,answerable,es,¿Para qué condiciones se usa Acyclovir Tablets USP?,False,,HOW SUPPLIED | HOW SUPPLIED | HOW SUPPLIED | HOW SUPPLIED | HOW SUPPLIED,"PRESCRIBING INFORMATION | Acyclovir Tablets, USP | Acyclovir Tablets USP | ACYCLOVIR CAPSULES USP | ACYCLOVIR CAPSULES, USP",False,,False,22.69,22.74,Error: UC3M_API_KEY is not set.,,,
eval_022,answerable,en,Summarize the oral dosing instructions for Acyclovir Tablets USP.,False,,HOW SUPPLIED | ADVERSE REACTIONS | HOW SUPPLIED | ADVERSE REACTIONS | OVERDOSAGE,PRESCRIBING INFORMATION | PRESCRIBING INFORMATION | Acyclovir Tablets USP | ACYCLOVIR CAPSULES USP | Acyclovir Tablets USP,False,,False,15.29,15.33,Error: UC3M_API_KEY is not set.,,,
eval_023,answerable,fr,Quelles mises en garde sont mentionnées pour Acyclovir Tablets USP ?,False,,HOW SUPPLIED | HOW SUPPLIED | HOW SUPPLIED | WARNINGS | WARNINGS,"Acyclovir Tablets, USP | PRESCRIBING INFORMATION | Acyclovir Tablets USP | Acyclovir Tablets, USP | PRESCRIBING INFORMATION",False,,False,18.43,18.48,Error: UC3M_API_KEY is not set.,,,
eval_024,answerable,de,Bei welchen Gegenanzeigen darf Acyclovir Tablets USP nicht angewendet werden?,False,,WARNINGS | HOW SUPPLIED | WARNINGS | WARNINGS | HOW SUPPLIED,"Acyclovir Tablets, USP | PRESCRIBING INFORMATION | PRESCRIBING INFORMATION | Acyclovir Tablets USP | Acyclovir Tablets USP",False,,False,16.94,16.99,Error: UC3M_API_KEY is not set.,,,
eval_025,answerable,en,"Which infections does Cephalexin for Oral Suspension, USP treat according to the label?",False,,"1 INDICATIONS AND USAGE | 16 HOW SUPPLIED/STORAGE AND HANDLING | 1 INDICATIONS AND USAGE | Cephalexin should be administered with careful monitoring in the presence of renal impairment (creatinine clearance < 30 mL/min, with or without dialysis). Under such conditions, careful clinical observation and laboratory studies renal function monitoring should be conducted because safe dosage may be lower than that usually recommended [see Dosage and Administration (2.3)].Monitor patients longer for toxicity and drug interactions due to delayed clearance. | Cephalexin has been shown to be active against most isolates of the following bacteria both in vitro and in clinical infections [see Indications and Usage (1)]","Cephalexin for Oral Suspension, USP | Cephalexin for Oral Suspension, USP | Cephalexin for Oral Suspension, USP | CEPHALEXIN | CEPHALEXIN",False,,False,20.13,20.19,Error: UC3M_API_KEY is not set.,,,
eval_026,answerable,pt,"Qual é a posologia usual de Cephalexin for Oral Suspension, USP para adultos?",False,,1 INDICATIONS AND USAGE | 16 HOW SUPPLIED/STORAGE AND HANDLING | 1 INDICATIONS AND USAGE | 2 DOSAGE AND ADMINISTRATION | INDICATIONS AND USAGE,"Cephalexin for Oral Suspension, USP | Cephalexin for Oral Suspension, USP | Cephalexin for Oral Suspension, USP | Cephalexin for Oral Suspension, USP | Cefdinir for Oral Suspension USP",False,,False,19.61,19.67,Error: UC3M_API_KEY is not set.,,,
eval_027,answerable,it,"Quali precauzioni importanti riporta l'etichetta di Cephalexin for Oral Suspension, USP?",False,,"1 INDICATIONS AND USAGE | 16 HOW SUPPLIED/STORAGE AND HANDLING | 1 INDICATIONS AND USAGE | INDICATIONS AND USAGE | Cephalexin should be administered with careful monitoring in the presence of renal impairment (creatinine clearance < 30 mL/min, with or without dialysis). Under such conditions, careful clinical observation and laboratory studies renal function monitoring should be conducted because safe dosage may be lower than that usually recommended [see Dosage and Administration (2.3)].Monitor patients longer for toxicity and drug interactions due to delayed clearance.","Cephalexin for Oral Suspension, USP | Cephalexin for Oral Suspension, USP | Cephalexin for Oral Suspension, USP | Cefdinir for Oral Suspension USP | CEPHALEXIN",False,,False,19.75,19.81,Error: UC3M_API_KEY is not set.,,,
eval_028,answerable,en,"If a patient is taking metformin, what interaction warning appears for Cephalexin for Oral Suspension, USP?",False,,"7 DRUG INTERACTIONS | Other Adverse Reactions: Fever, colitis, aplastic anemia, hemorrhage, renal dysfunction, and toxic nephropathy. | 1 INDICATIONS AND USAGE | 16 HOW SUPPLIED/STORAGE AND HANDLING | Cephalexin should be administered with careful monitoring in the presence of renal impairment (creatinine clearance < 30 mL/min, with or without dialysis). Under such conditions, careful clinical observation and laboratory studies renal function monitoring should be conducted because safe dosage may be lower than that usually recommended [see Dosage and Administration (2.3)].Monitor patients longer for toxicity and drug interactions due to delayed clearance.","Cephalexin for Oral Suspension, USP | CEPHALEXIN | Cephalexin for Oral Suspension, USP | Cephalexin for Oral Suspension, USP | CEPHALEXIN",False,,False,14.58,14.72,Error: UC3M_API_KEY is not set.,,,
eval_029,answerable,hi,"सेफालेक्सिन फॉर ओरल सस्पेंशन, USP किन परिस्थितियों में contraindicated है?",False,,CONTRAINDICATIONS | CONTRAINDICATIONS SECTION | CONTRAINDICATIONS | (See also BOXED WARNING). | CONTRAINDICATIONS,"Colistimethate for Injection, USP | INDOMETHACIN | Methocarbamol Tablets, USP, 750 mg | Ketorolac Tromethamine | Ganirelix Acetate Injection",False,,False,15.19,15.23,Error: UC3M_API_KEY is not set.,,,
eval_030,answerable,en,What kind of anxiety-related use case is BusPIRone Hydrochloride Tablets approved for?,False,,"INDICATIONS AND USAGE | INDICATIONS AND USAGE | INDICATIONS AND USAGE | Starting buspirone in a patient who is being treated with reversible MAOIs such as linezolid or intravenous methylene blue is also contraindicated because of an increased risk of serotonin syndrome. (see WARNINGS, DOSAGE AND ADMINISTRATION AND CONCOMITANT DRUG). | ADVERSE REACTIONS","A-S Medication Solutions | BusPIRone Hydrochloride Tablets | Buspirone Hydrochloride Tablets, USP | BUSPIRONE | BusPIRone Hydrochloride Tablets",False,,False,17.71,17.76,Error: UC3M_API_KEY is not set.,,,
eval_031,answerable,es,¿Cuál es la dosis inicial recomendada de BusPIRone Hydrochloride Tablets?,False,,"DRUG INTERACTIONS | The table that follows enumerates adverse events that occurred at a frequency of 1% or more among buspirone hydrochloride patients who participated in 4-week, controlled trials comparing buspirone hydrochloride tablets with placebo. The frequencies were obtained from pooled data for 17 trials. The prescriber should be aware that these figures cannot be used to predict the incidence of side effects in the course of usual medical practice where patient characteristics and other factors differ from those which prevailed in the clinical trials. Similarly, the cited frequencies cannot be compared with figures obtained from other clinical investigations involving different treatments, uses, and investigators. Comparison of the cited figures, however, does provide the prescribing physician with some basis for estimating the relative contribution of drug and nondrug factors to the side-effect incidence rate in the population studied. | ADVERSE REACTIONS, Postmarketing Experience | The table that follows enumerates adverse events that occurred at a frequency of 1% or more among buspirone hydrochloride patients who participated in 4-week, controlled trials comparing buspirone hydrochloride tablets with placebo. The frequencies were obtained from pooled data for 17 trials. The prescriber should be aware that these figures cannot be used to predict the incidence of side effects in the course of usual medical practice where patient characteristics and other factors differ from those which prevailed in the clinical trials. Similarly, the cited frequencies cannot be compared with figures obtained from other clinical investigations involving different treatments, uses, and investigators. Comparison of the cited figures, however, does provide the prescribing physician with some basis for estimating the relative contribution of drug and nondrug factors to the side-effect incidence rate in the population studied. | HOW SUPPLIED","Buspirone Hydrochloride Tablets, USP | BUSPIRONE | A-S Medication Solutions | BUSPIRONE | BusPIRone Hydrochloride Tablets",False,,False,19.72,19.77,Error: UC3M_API_KEY is not set.,,,
eval_032,answerable,th,บัสไพโรนมีคำเตือนอะไรเกี่ยวกับการใช้ร่วมกับ MAOI?,False,,"CONTRAINDICATIONS SECTION | Symptoms associated with discontinuation of Escitalopram tablets and other SSRIs and SNRIs have been reported [see Warnings and Precautions (5.3)]. Patients should be monitored for these symptoms when discontinuing treatment. A gradual reduction in the dose rather than abrupt cessation is recommended whenever possible. If intolerable symptoms occur following a decrease in the dose or upon discontinuation of treatment, then resuming the previously prescribed dose may be considered. Subsequently, the physician may continue decreasing the dose but at a more gradual rate. | CONTRAINDICATIONS | Warnings | PRECAUTIONS; Drug Interactions",NORTRIPTYLINE HYDROCHLORIDE | Escitalopram | TRIMIPRAMINE CAPSULES | RYNEX PE | Prolate,False,,False,18.09,18.13,Error: UC3M_API_KEY is not set.,,,
